"quadrat","project_year","year","month","species","totalarea"
"A5",2006,2006,11,"PRGL2",0.538369864854604
"A5",2011,2011,11,"PRGL2",0.315856625107318
"A5",2016,2016,11,"PRGL2",0.324380529696786
"AR1",1949,1949,9,"VACO9",2.5e-05
"AR1",1959,1959,9,"PRGL2",0.0054225
"AR1",1965,1965,10,"PRGL2",0.229229
"AR1",1972,1972,8,"PRGL2",0.0935165
"AR1",1973,1973,8,"PRGL2",0.26672546
"AR1",1974,1974,6,"PRGL2",0.35708855
"AR1",1975,1975,8,"PRGL2",0.31149387
"AR1",1976,1976,7,"PRGL2",0.52204063
"AR1",1995,1995,10,"PRGL2",0.647452372824773
"AR1",2001,2001,10,"PRGL2",0.385594508410122
"AR1",2006,2006,11,"PRGL2",0.393775464663237
"AR1",2011,2011,12,"PRGL2",0.477095584579048
"AR1",2016,2016,11,"PRGL2",0.397445529988412
"AR2",1957,1957,8,"PRGL2",0.0005375
"AR2",1958,1958,9,"PRGL2",0.004274
"AR2",1959,1959,9,"PRGL2",2.5e-05
"AR2",1995,1995,10,"PRGL2",0.001753205258865
"AR3",1949,1949,9,"VACO9",2.5e-05
"AR3",1977,1977,7,"PRGL2",2.5e-05
"AR3",1995,1995,10,"PRGL2",0.010928888052149
"AR3",2001,2001,10,"PRGL2",0.038602513319347
"AR3",2006,2006,11,"PRGL2",0.059460784902822
"AR3",2011,2011,12,"PRGL2",0.078622180144855
"AR3",2016,2016,11,"PRGL2",0.073529360021462
"AR4",1957,1957,8,"PRGL2",0.0229594
"AR4",1958,1958,9,"PRGL2",0.004276
"AR4",1959,1959,8,"PRGL2",0.0311782
"AR4",1960,1960,8,"PRGL2",0.007812
"AR4",1979,1979,8,"PRGL2",0.01033359
"AR4",1995,1995,10,"PRGL2",0.254055831720962
"AR4",2001,2001,10,"PRGL2",0.619539650622755
"AR4",2006,2006,11,"PRGL2",0.777200330283491
"AR4",2011,2011,12,"PRGL2",0.949187949405079
"AR4",2016,2016,11,"PRGL2",1.00110110527718
"AR5",1934,1934,11,"PRGL2",2.5e-05
"AR5",1935,1935,10,"PRGL2",2.5e-05
"AR5",1953,1953,9,"PRGL2",2.5e-05
"AR5",1957,1957,8,"PRGL2",0.04967916
"AR5",1958,1958,9,"PRGL2",0.01420941
"AR5",1959,1959,8,"PRGL2",0.12975417
"AR5",1960,1960,8,"PRGL2",0.0568935
"AR5",1965,1965,10,"PRGL2",0.08101855
"AR5",1968,1968,8,"PRGL2",0.066129
"AR5",1972,1972,8,"PRGL2",0.135898
"AR5",1973,1973,8,"PRGL2",0.24294556
"AR5",1974,1974,6,"PRGL2",0.2351125
"AR5",1976,1976,7,"PRGL2",0.31812683
"AR5",1995,1995,10,"PRGL2",0.453879392566705
"AR5",2001,2001,10,"PRGL2",0.66797412906734
"AR5",2006,2006,11,"ATCA2",7.5e-05
"AR5",2006,2006,11,"PRGL2",0.532043340430639
"AR5",2011,2011,12,"ATCA2",0.028138920083977
"AR5",2011,2011,12,"PRGL2",0.629326755501422
"AR5",2016,2016,11,"ATCA2",0.348768034746176
"AR5",2016,2016,11,"PRGL2",0.527820694472829
"AR6",1943,1943,11,"PRGL2",0.00046175
"AR6",1945,1945,9,"PRGL2",0.0041153
"AR6",1946,1946,12,"PRGL2",0.00297678
"AR6",1947,1947,9,"PRGL2",0.00489975
"AR6",1949,1949,9,"PRGL2",0.0094246
"AR6",1950,1950,11,"PRGL2",0.0091308
"AR6",1951,1951,8,"PRGL2",0.0044534
"AR6",1952,1952,9,"PRGL2",0.01883202
"AR6",1953,1953,9,"PRGL2",0.0180005
"AR6",1954,1954,12,"PRGL2",0.054662
"AR6",1955,1955,9,"PRGL2",0.1018155
"AR6",1958,1958,9,"PRGL2",0.065426
"AR6",1961,1961,8,"PRGL2",0.05669895
"AR6",1965,1965,10,"PRGL2",0.25266905
"AR6",1968,1968,8,"PRGL2",0.11702976
"AR6",1972,1972,8,"PRGL2",0.08237775
"AR6",1973,1973,8,"PRGL2",0.307755
"AR6",1975,1975,8,"PRGL2",0.164962
"AR6",1976,1976,7,"PRGL2",0.135431
"AR6",1995,1995,10,"PRGL2",0.501006938679439
"AR6",2006,2007,3,"PRGL2",0.382899315038881
"AR6",2011,2011,12,"ATCA2",0.005814669984059
"AR6",2011,2011,12,"PRGL2",0.364741175273104
"AR6",2016,2016,11,"ATCA2",0.0820376951958
"AR6",2016,2016,11,"PRGL2",0.433974625112706
"B1",2001,2001,10,"PRGL2",2.5e-05
"B2A",2006,2006,11,"PRGL2",0.006193990009476
"B2A",2011,2011,9,"PRGL2",0.023619179966781
"B2A",2016,2016,10,"PRGL2",0.102219515065062
"B3",2011,2011,9,"PRGL2",0.039613429989064
"B3",2016,2016,10,"PRGL2",0.142441155250401
"B4",1935,1935,10,"PRGL2",2.5e-05
"B5",1939,1940,1,"PRGL2",2.5e-05
"B5",1941,1942,1,"PRGL2",2.5e-05
"B5",1942,1942,10,"PRGL2",2.5e-05
"B5",1943,1944,2,"PRGL2",2.5e-05
"B5",1944,1944,9,"PRGL2",0.0033025
"B5",1945,1946,2,"PRGL2",2.5e-05
"B5",1946,1946,9,"PRGL2",0.0069625
"B5",1947,1948,4,"PRGL2",0.02025866
"B5",1949,1949,9,"PRGL2",0.025095
"B5",1950,1950,11,"PRGL2",2.5e-05
"B5",1951,1951,8,"PRGL2",0.010036
"B5",1952,1952,9,"PRGL2",2.5e-05
"B5",1961,1961,9,"PRGL2",2.5e-05
"B5",1966,1966,10,"PRGL2",5e-05
"B5",1995,1995,10,"PRGL2",0.049035562667996
"B5",2001,2001,10,"PRGL2",0.149987922260948
"B5",2006,2006,11,"PRGL2",0.218561699785859
"B5",2011,2011,9,"PRGL2",0.273643334920711
"B5",2016,2016,10,"PRGL2",0.157688810101069
"G1",1917,1917,10,"PRGL2",2.5e-05
"G1",1943,1943,10,"PRGL2",2.5e-05
"G1",1946,1946,9,"PRGL2",2.5e-05
"G1",1947,1947,9,"PRGL2",5e-05
"G1",2006,2006,11,"PRGL2",0.000529490014268
"G3",1925,1925,11,"PRGL2",2.5e-05
"G3",1926,1926,9,"PRGL2",0.0003437
"G3",1927,1927,9,"PRGL2",0.0004795
"G3",1928,1928,9,"PRGL2",0.0010275
"G3",1929,1929,8,"PRGL2",2.5e-05
"G3",1930,1930,9,"PRGL2",2.5e-05
"G3",1931,1931,9,"PRGL2",0.0013031
"G3",1932,1932,10,"PRGL2",0.0037805
"G3",1933,1933,10,"PRGL2",2.5e-05
"G3",1934,1934,10,"PRGL2",2.5e-05
"G3",1935,1935,10,"PRGL2",2.5e-05
"G3",1936,1936,10,"PRGL2",0.007916
"G3",1937,1937,10,"PRGL2",0.0048245
"G3",1938,1938,9,"PRGL2",2.5e-05
"G3",1939,1939,12,"PRGL2",0.001521
"G3",1940,1940,12,"PRGL2",0.001028
"G3",1945,1945,9,"PRGL2",0.01563625
"G3",1946,1946,9,"PRGL2",0.0230561
"G3",1947,1947,9,"PRGL2",0.0785535
"G3",1948,1949,3,"PRGL2",0.09138395
"G3",1949,1949,8,"PRGL2",0.2822825
"G3",1950,1950,8,"PRGL2",0.08061235
"G3",1951,1951,8,"PRGL2",0.0274855
"G3",1952,1952,9,"PRGL2",0.17402315
"G3",1956,1956,8,"PRGL2",6e-04
"G3",1957,1957,8,"PRGL2",0.34301261
"G3",1958,1958,9,"PRGL2",0.5229611
"G3",1959,1959,9,"PRGL2",0.7368465
"G3",1960,1960,8,"PRGL2",0.5465945
"G3",1965,1965,8,"PRGL2",0.70907673
"G3",1968,1968,8,"PRGL2",0.99057714
"G3",1972,1972,8,"PRGL2",0.9905275
"G3",1973,1973,8,"PRGL2",0.9728154
"G3",1974,1974,7,"PRGL2",0.98854
"G3",1975,1975,8,"PRGL2",0.98516047
"G3",1976,1976,7,"PRGL2",0.9686165
"G3",1995,1995,10,"PRGL2",0.985890774602012
"G3",2001,2001,10,"PRGL2",0.999839540396351
"G3",2006,2006,11,"PRGL2",1.00184825965229
"G3",2011,2011,11,"PRGL2",1.00739106093641
"G3",2016,2016,9,"PRGL2",1.0086485902095
"G4",1920,1920,11,"PRGL2",2.5e-05
"G4",1921,1921,10,"PRGL2",2.5e-05
"G4",1935,1935,10,"PRGL2",2.5e-05
"G4",2001,2001,10,"PRGL2",2.5e-05
"G4",2006,2006,11,"PRGL2",0.001637525010113
"G6",2001,2001,10,"PRGL2",2.5e-05
"G6",2006,2006,11,"PRGL2",2.5e-05
"H1",1966,1966,10,"PRGL2",0.000125
"H1",2011,2011,10,"PRGL2",0.020293250077927
"H2",1995,1995,10,"PRGL2",0.022188878152519
"H2",2001,2001,11,"PRGL2",0.173847504251171
"H2",2006,2006,11,"PRGL2",0.345596975190395
"H2",2011,2011,10,"PRGL2",0.570602734878716
"H2",2016,2016,9,"PRGL2",0.264897159874235
"H3",1967,1967,9,"PRGL2",2.5e-05
"H3",1995,1995,10,"PRGL2",0.065526363294339
"H3",2001,2001,11,"PRGL2",0.050757211865857
"H3",2006,2006,11,"PRGL2",0.169960235293472
"H3",2011,2011,10,"PRGL2",0.628242084607982
"H3",2016,2016,9,"PRGL2",0.485772080211924
"I1",1927,1927,8,"ATCA2",1e-04
"I1",2006,2006,10,"PRGL2",2.5e-05
"I1",2011,2011,9,"PRGL2",0.052661844941689
"I1",2016,2016,9,"PRGL2",0.010444225013986
"I2",1947,1947,10,"PRGL2",5e-05
"I2",1966,1966,9,"PRGL2",1e-04
"I2",1967,1967,9,"PRGL2",0.000425
"I2",2006,2006,10,"PRGL2",0.000503680001653
"I4",2006,2006,10,"PRGL2",0.049815885129828
"I4",2011,2011,9,"PRGL2",0.00658806500758
"I4",2016,2016,9,"PRGL2",0.183114610032832
"I5",2006,2006,12,"PRGL2",0.001296755021595
"I7",1976,1976,7,"PRGL2",0.00032
"I7",1979,1979,12,"PRGL2",2.5e-05
"I7",1995,1995,10,"PRGL2",0.02157570610143
"I7",2001,2001,11,"PRGL2",0.063194775699344
"I7",2006,2006,12,"PRGL2",0.154257990044008
"I7",2011,2011,10,"PRGL2",0.050727489947117
"I7",2016,2016,9,"PRGL2",0.15988577498295
"J1",1960,1960,8,"PRGL2",0.000268
"J1",1969,1969,9,"PRGL2",0.007755
"J1",1995,1995,10,"PRGL2",0.048245599726215
"J1",2001,2001,11,"PRGL2",0.299314174801111
"J1",2006,2006,11,"PRGL2",0.42640104495184
"J1",2011,2012,2,"PRGL2",0.258492569823472
"J1",2016,2016,11,"PRGL2",0.537901920230405
"J12",1935,1935,10,"PRGL2",2.5e-05
"J12",2016,2016,11,"PRGL2",0.004537184958648
"J22",1918,1919,4,"ATCA2",2.5e-05
"J22",2006,2006,11,"PRGL2",0.051990574935396
"J22",2011,2011,10,"PRGL2",0.016322155078863
"J22",2016,2016,10,"PRGL2",0.151649254890912
"J8",2006,2006,12,"PRGL2",0.000866310007824
"J8",2011,2012,2,"PRGL2",0.070958134896831
"J8",2016,2016,12,"PRGL2",0.190821329993284
"K1",1974,1974,7,"PRGL2",0.14331775
"K1",1975,1975,8,"PRGL2",0.38388268
"K1",1976,1976,8,"PRGL2",0.51113621
"K1",2001,2001,10,"PRGL2",0.001361263718278
"K1",2006,2006,11,"PRGL2",2.5e-05
"K2",1916,1916,8,"EPHED",2.5e-05
"K2",1917,1917,6,"ATCA2",5e-05
"K2",1917,1917,6,"EPHED",2.5e-05
"K2",1918,1918,9,"ATCA2",5e-05
"K2",1923,1924,5,"ATCA2",1e-04
"K2",2001,2001,11,"PRGL2",0.002813254508198
"K2",2006,2006,12,"PRGL2",0.04627831509081
"K2",2011,2012,1,"PRGL2",0.084878030130196
"K2",2016,2016,11,"PRGL2",0.174728829928827
"K3",1917,1917,6,"ATCA2",7.5e-05
"K3",1995,1995,10,"PRGL2",0.247524813748896
"K3",2001,2001,10,"PRGL2",0.050242014229298
"K3",2006,2006,11,"PRGL2",0.053497680060595
"K3",2011,2012,1,"PRGL2",0.084423729914396
"K3",2016,2016,11,"PRGL2",0.145378545167003
"K4",1916,1916,8,"EPHED",0.002297739992637
"K4",1917,1917,6,"EPHED",0.004508884990722
"K4",1918,1918,9,"EPHED",0.001938834997746
"K4",1919,1919,9,"EPHED",0.001080764988051
"K4",1920,1920,12,"EPHED",0.000788054988987
"K4",1921,1921,10,"EPHED",0.000957609999664
"K4",1922,1922,11,"EPHED",0.000218449993429
"K4",1923,1924,5,"EPHED",2.5e-05
"K4",1935,1935,11,"PRGL2",2.5e-05
"K4",1936,1936,10,"PRGL2",0.000217505009166
"K4",1995,1995,10,"PRGL2",0.437085715633657
"K4",2001,2001,11,"PRGL2",0.716032746830024
"K4",2006,2007,2,"PRGL2",0.633256070269531
"K4",2011,2012,1,"PRGL2",0.402222250082265
"K4",2016,2016,10,"PRGL2",0.807003540179919
"L3",1960,1960,8,"LATR2",2.5e-05
"L3A",1960,1960,8,"LATR2",2.5e-05
"L3A",1995,1995,10,"FLCE",0.053575912141241
"L4",2006,2006,11,"PRGL2",0.001656495023661
"L5",1995,1995,10,"FLCE",0.000313264017223
"L5",2006,2006,12,"FLCE",0.026298184990148
"M6",1995,1995,10,"LATR2",0.044415833121724
"M6",2006,2006,11,"LATR2",0.028621190016856
"N1",1949,1949,8,"EPHED",0.00096547999728
"N3A",1995,1995,10,"PRGL2",0.001486891074819
"N3A",2001,2001,11,"PRGL2",0.002189823846493
"N3A",2006,2006,12,"PRGL2",0.034640369928316
"N3A",2016,2016,12,"PRGL2",0.273468800228237
"N4",1965,1965,9,"EPHED",0.013456985091566
"N4",1966,1966,10,"EPHED",0.00981826986142
"N5",1949,1949,8,"EPHED",7.5e-05
"N5",1995,1995,10,"PRGL2",0.136051231762394
"N5",2001,2001,11,"PRGL2",0.731080892471255
"N5",2006,2006,12,"PRGL2",0.98863193497411
"N5",2011,2012,2,"PRGL2",0.632170504489214
"N5",2016,2016,12,"PRGL2",1.00509906018462
"N6",1958,1958,9,"PRGL2",0.008049965027639
"N6",2001,2001,11,"PRGL2",0.000500025479482
"P1",1937,1937,10,"FLCE",2.5e-05
"P1",2011,2012,1,"LYBE",2.5e-05
"P2",1928,1928,10,"PRGL2",2.5e-05
"P2",1960,1960,8,"FLCE",5e-05
"P2",1968,1968,8,"FLCE",1e-04
"P2",1976,1976,8,"FLCE",0.000267650016543
"P2",1978,1978,8,"FLCE",0.012114674987349
"P2",1995,1995,10,"FLCE",0.070780966718303
"P2",2001,2001,10,"FLCE",0.057692161179148
"P2",2006,2006,12,"FLCE",0.062281095126628
"P2",2011,2012,1,"FLCE",0.045910270096983
"P3",1937,1937,10,"LATR2",5e-05
"P3",1968,1968,8,"FLCE",0.019453070010014
"P3",1971,1971,8,"FLCE",0.000768584989804
"P3",1976,1976,8,"FLCE",0.005394814991213
"P3",1995,1995,10,"FLCE",0.006125880405307
"P4",1935,1935,10,"PRGL2",2.5e-05
"P5",1927,1927,8,"FLCE",7.5e-05
"P5",1928,1928,10,"FLCE",7.5e-05
"P5",1929,1929,10,"FLCE",2.5e-05
"P5",1931,1931,9,"FLCE",5e-05
"P5",1933,1933,11,"FLCE",2.5e-05
"P5",1995,1995,10,"ATCA2",0.478354739987481
"P5",1995,1995,10,"FLCE",0.196183607913496
"P5",2001,2001,11,"ATCA2",0.703483361823601
"P5",2001,2001,11,"FLCE",0.169809035400477
"P5",2006,2006,12,"ATCA2",1.00503838433431
"P5",2011,2012,1,"ATCA2",0.990230735792908
"P5",2016,2016,12,"ATCA2",0.946720079747796
"R1",2006,2006,11,"PRGL2",0.001299624991402
"R2",1935,1935,10,"PRGL2",2.5e-05
"T10",1995,1995,10,"PRGL2",0.048869703605305
"T10",2001,2001,10,"PRGL2",0.017152274260297
"T10",2006,2006,11,"PRGL2",0.065332394933478
"T10",2011,2011,11,"PRGL2",0.040820479821222
"T10",2016,2016,11,"PRGL2",0.166998724974809
"T11",1935,1935,11,"PRGL2",2.5e-05
"T11",2006,2006,11,"PRGL2",2.5e-05
"T2",1935,1935,11,"PRGL2",5e-05
"T2",1937,1938,2,"PRGL2",2.5e-05
"T2",1939,1940,2,"PRGL2",2.5e-05
"T2",1940,1941,3,"PRGL2",0.011520780061648
"T2",1973,1973,8,"PRGL2",0.229326654901338
"T2",1974,1974,6,"PRGL2",0.068703899876994
"T2",1975,1975,8,"PRGL2",0.047420905010094
"T2",1976,1976,8,"PRGL2",0.096546714890089
"T2",1977,1977,7,"PRGL2",0.057166344983398
"T2",1978,1978,8,"PRGL2",0.0788350499761
"T2",1995,1995,10,"PRGL2",0.160578148672357
"T2",2001,2001,11,"PRGL2",0.15285300072162
"T2",2006,2006,11,"PRGL2",0.201787585062249
"T2",2011,2012,1,"PRGL2",0.358443845139375
"T2",2016,2016,12,"PRGL2",0.271713419940296
"T4",2001,2001,11,"PRGL2",0.00121773884166
"T5",1936,1936,10,"EPHED",2.5e-05
"T5",1937,1938,2,"EPHED",2.5e-05
"T5",1939,1940,2,"EPHED",2.5e-05
"T6",2001,2001,11,"PRGL2",2.5e-05
"T7",1995,1995,10,"PRGL2",2.5e-05
"T7",2006,2006,12,"PRGL2",2.5e-05
"T8",1927,1927,9,"PRGL2",2.5e-05
"T8",1928,1928,8,"PRGL2",0.000423
"T8",1930,1930,9,"PRGL2",2.5e-05
"U1",1956,1956,8,"PRGL2",2.5e-05
"U1",1958,1958,9,"PRGL2",2.5e-05
"U1",1976,1976,7,"PRGL2",0.00101585
"U1",2006,2006,11,"PRGL2",0.022806014953441
"U1",2011,2011,9,"PRGL2",0.014220515068743
"U1",2016,2016,11,"PRGL2",0.034932029997955
"U2",1967,1967,10,"PRGL2",2.5e-05
"U2",2001,2001,11,"PRGL2",0.083235263386087
"U2",2006,2006,11,"PRGL2",0.01877766499835
"U2",2011,2011,9,"PRGL2",0.192133455042334
"U2",2016,2016,11,"PRGL2",0.26277008521805
"U3",2001,2001,11,"PRGL2",0.024915520567447
"U3",2006,2006,11,"PRGL2",0.048749129911268
"U3",2011,2011,9,"PRGL2",0.0182241949971
"U3",2016,2016,11,"PRGL2",0.047092349970344
"U4",1966,1966,9,"PRGL2",0.000125
"U5",1944,1944,9,"EPHED",2.5e-05
"U5",1950,1950,8,"EPHED",2.5e-05
"U5",1966,1966,9,"PRGL2",0.00015
"V1",1995,1995,10,"FLCE",0.533572970889509
"V1",2001,2001,11,"FLCE",0.771027913782746
"V1",2006,2006,12,"FLCE",0.73614333520374
"V1",2011,2012,1,"FLCE",0.529346584553671
"V1",2016,2016,12,"FLCE",0.56405614501875
"V2",1995,1995,10,"FLCE",0.313775718212128
"V2",2001,2001,10,"FLCE",0.20544240786694
"V2",2006,2006,12,"FLCE",0.228697229976442
"V2",2011,2012,1,"FLCE",0.01674095996282
"V2",2016,2016,12,"FLCE",0.011616710089167
"V2",2016,2016,12,"LATR2",0.022100769916918
"V4",1960,1960,8,"LATR2",2.5e-05
"V4",1968,1968,8,"LATR2",0.0040525
"V4",1976,1976,8,"LATR2",0.0043237
"V4",1995,1995,10,"LATR2",0.168380775347032
"V4",2001,2001,11,"LATR2",0.236428759526461
"V4",2006,2006,12,"LATR2",0.20913294515876
"V4",2011,2012,1,"LATR2",0.067738275076529
"V4",2016,2016,12,"LATR2",0.185359889981953
"V5",1936,1936,10,"LATR2",2.5e-05
"V5",1937,1937,11,"LATR2",0.00163675
"V5",1952,1952,9,"LATR2",0.01393705
"V5",1960,1960,8,"LATR2",0.00849008
"V5",1968,1968,8,"LATR2",0.27067945
"V5",1995,1995,10,"LATR2",0.64301355695352
"V5",2001,2001,10,"LATR2",0.629114359151572
"V5",2006,2006,12,"LATR2",0.559236524797071
"V5",2011,2012,1,"LATR2",0.162918684984388
"V5",2016,2016,12,"LATR2",0.221256354853658
"Y1",1995,1995,10,"FLCE",0.033294636385108
"Y1",2006,2006,11,"FLCE",0.105141244699871
"Y1",2011,2011,10,"FLCE",0.004164555001586
"Y1",2016,2016,9,"FLCE",0.01038268988577
"Y2",1968,1968,8,"FLCE",7.5e-05
"Y2",2006,2006,11,"LYBE",2.5e-05
"Y3",1995,1995,10,"FLCE",0.442212805126019
"Y3",2001,2001,11,"FLCE",0.327047142665833
"Y3",2006,2006,12,"FLCE",0.476729640592296
"Y3",2011,2012,1,"FLCE",0.10163679499392
"Y3",2016,2016,12,"FLCE",0.332117340266446
"Y7",1995,1995,10,"PRGL2",0.179584956804319
"Y7",2001,2001,11,"PRGL2",0.228185275162105
"Y7",2006,2006,12,"PRGL2",0.351950925077417
"Y7",2011,2012,1,"PRGL2",0.358632354641784
"Y7",2016,2016,12,"PRGL2",0.160925834939421
