"project_year","grass_cover","shrub_cover","perennial_cover","bareground","quadrat"
1955,0.00790164927997758,0.0185598412351233,0.0264614905151009,0.973538509484899,"A1"
1956,0.00994600316745962,0.0241972453894684,0.034143248556928,0.965856751443072,"A1"
1957,0.00420220002580751,0.0583375072906445,0.062539707316452,0.937460292683548,"A1"
1958,0,0.158610551687794,0.158610551687794,0.841389448312206,"A1"
1959,0,0.166893136780264,0.166893136780264,0.833106863219736,"A1"
1960,0,0.0742212957865535,0.0742212957865535,0.925778704213446,"A1"
1961,0,0.169687594730333,0.169687594730333,0.830312405269667,"A1"
1962,0.00366605615039085,0.162089031996808,0.165194401569221,0.834805598430779,"A1"
1963,0.0073321123007817,0.154490469263283,0.16070120840811,0.83929879159189,"A1"
1964,0.0109981684511725,0.146891906529758,0.156208015246998,0.843791984753002,"A1"
1965,0.0146642246015634,0.139293343796233,0.151714822085886,0.848285177914114,"A1"
1966,0.0103454809573899,0.15168171529163,0.158532431274716,0.841467568725284,"A1"
1967,0.00570149989603167,0.191088433384039,0.19471636011526,0.80528363988474,"A1"
1968,0.00105751883467343,0.230495151476448,0.230900288955804,0.769099711044196,"A1"
1969,0.00055850135231588,0.296322883734199,0.296472215648217,0.703527784351783,"A1"
1970,0.00027925067615794,0.148513939846048,0.148588605803057,0.851411394196943,"A1"
1971,0,0.000704995957897127,0.000704995957897127,0.999295004042103,"A1"
1972,0.00525907176411828,0.289170945421898,0.294430017186017,0.705569982813983,"A1"
1973,0.054781516322129,0.35948727132574,0.414268787647869,0.585731212352131,"A1"
1974,0.011218111974556,0.129233579566327,0.140451691540883,0.859548308459117,"A1"
1975,0.027608449201013,0.237743249657032,0.265351698858045,0.734648301141955,"A1"
1976,0.0171596604206174,0.369115157788328,0.381924097636235,0.618075902363765,"A1"
1977,0.0013215874176716,0.166388394939122,0.167709982356793,0.832290017643207,"A1"
1978,0.0013215874176716,0.166388394939122,0.167709982356793,0.832290017643207,"A1"
1979,0.0013215874176716,0.166388394939122,0.167709982356793,0.832290017643207,"A1"
1995,0.000105600920509497,0.869731105201439,0.86973110520144,0.13026889479856,"A1"
2001,0.00171926440694218,0.880104590560218,0.880104590560218,0.119895409439782,"A1"
2006,0.0610029414274337,0.590572794094644,0.627931330582863,0.372068669417137,"A1"
2011,0.0193064164754365,0.554227181815654,0.564328083886504,0.435671916113496,"A1"
2016,0.0251751176562597,0.867600594072701,0.867992799889376,0.132007200110624,"A1"
1916,0.0496372128778271,0.00100348424625565,0.0506406971240828,0.949359302875917,"A2"
1917,0.041172044432667,0.00180557866945196,0.042977623102119,0.957022376897881,"A2"
1918,0.00610238873245471,0.00274195291184516,0.00884434164429986,0.9911556583557,"A2"
1919,0.00365238754193753,0.00669978293197551,0.010352170473913,0.989647829526087,"A2"
1920,0.0126144521335612,0.0130116929136571,0.0256261450472184,0.974373854952782,"A2"
1921,0.0263115783906404,0.0176143991542352,0.0427432341509088,0.957256765849091,"A2"
1922,0.00965561440903747,7.47827102139806e-05,0.00973039711925145,0.990269602880749,"A2"
1923,0.00638531666118669,0.00750384664409538,0.0138891633052821,0.986110836694718,"A2"
1924,0.00538555160585349,0.0133380745508927,0.0187236261567462,0.981276373843254,"A2"
1925,0.00278406056134005,0.00820969569096854,0.0109937562523086,0.989006243747691,"A2"
1926,0.0101681950509089,0.00918077411244815,0.019348969163357,0.980651030836643,"A2"
1927,0.0234619483951839,0.014029435721025,0.037491384116209,0.962508615883791,"A2"
1928,0.040038612835105,0.0288772485504302,0.0689158613855352,0.931084138614465,"A2"
1929,0.0591157917070299,0.0400664818309048,0.0991822735379347,0.900817726462065,"A2"
1930,0.0656455386857241,0.0256979812891467,0.0913435199748709,0.908656480025129,"A2"
1931,0.0611818285696307,0.0357154842116291,0.0968973127812598,0.90310268721874,"A2"
1932,0.0649041578918229,0.0902171577640327,0.149709281005812,0.850290718994188,"A2"
1933,0.0630702914110247,0.071419182600006,0.134644643148493,0.865355356851507,"A2"
1934,0.0161314181513446,0.0531774762024493,0.0685626626171889,0.931437337382811,"A2"
1935,0.000679176573395512,0.0842613681006419,0.0849405446740373,0.915059455325963,"A2"
1936,0.00198644813029456,0.104068695387864,0.106055143518159,0.893944856481841,"A2"
1937,0.000578618752735092,0.166373181948072,0.166926873129188,0.833073126870812,"A2"
1938,0.00247131927371569,0.112492838018781,0.114914302153902,0.885085697846098,"A2"
1939,0.00769813211324508,0.0869053854962893,0.0925062115924007,0.907493788407599,"A2"
1940,0.0106527570725767,0.0608610656120238,0.0715138226846005,0.9284861773154,"A2"
1941,0.0114083167412289,0.119655017426488,0.130921426498687,0.869078573501313,"A2"
1942,0.0256633918319279,0.197674681523267,0.216460058273792,0.783539941726208,"A2"
1943,0.0383910499990747,0.229657780557808,0.256770401453266,0.743229598546734,"A2"
1944,0.0614972171417891,0.208669484727241,0.254103949214067,0.745896050785933,"A2"
1945,0.0825101613753818,0.283126086792253,0.336930765533608,0.663069234466392,"A2"
1946,0.0805754629165175,0.297737177404745,0.348169126076452,0.651830873923548,"A2"
1947,0.077607676146104,0.382849383176975,0.427933749888495,0.572066250111505,"A2"
1948,0.0660728420526219,0.477129326066967,0.520592283988214,0.479407716011786,"A2"
1949,0.0545380079591398,0.571409268956959,0.613250818087934,0.386749181912066,"A2"
1950,0.0505317537258601,0.417171216871112,0.455024010893596,0.544975989106404,"A2"
1951,0.040981712512937,0.492755776505013,0.519328605825622,0.480671394174378,"A2"
1952,0.00217517973262052,0.539891178881863,0.540314449019184,0.459685550980816,"A2"
1953,0.00269761174499342,0.556100480702347,0.557484160250865,0.442515839749135,"A2"
1954,0.00322004375736632,0.57230978252283,0.574653871482546,0.425346128517453,"A2"
1955,0.00374247576973921,0.588519084343313,0.591823582714228,0.408176417285772,"A2"
1956,0.00426490778211211,0.604728386163797,0.608993293945909,0.391006706054091,"A2"
1957,0,0.997102793257282,0.997102793257282,0.00289720674271809,"A2"
1958,0,0.722036732029418,0.722036732029418,0.277963267970582,"A2"
1959,0,0.736564918514336,0.736564918514336,0.263435081485664,"A2"
1960,0,0.751093104999254,0.751093104999254,0.248906895000746,"A2"
1961,0.00328196384704921,0.596133788876688,0.596133788876689,0.403866211123311,"A2"
1962,0.010695448045071,0.615979990708581,0.615979990708582,0.384020009291418,"A2"
1963,0.0181089322430929,0.635826192540474,0.635826192540474,0.364173807459525,"A2"
1964,0.0255224164411147,0.655672394372367,0.655672394372367,0.344327605627633,"A2"
1965,0.0329359006391365,0.67551859620426,0.67551859620426,0.32448140379574,"A2"
1966,0.0325384055968117,0.822155145458277,0.822155145458277,0.177844854541723,"A2"
1967,0.0192413742865096,0.783972851484084,0.784476445732347,0.215523554267652,"A2"
1968,0.00594434297620741,0.745790557509892,0.746797746006418,0.253202253993582,"A2"
1969,0.0189816497801436,0.500495507872215,0.515907659277744,0.484092340722256,"A2"
1970,0.0320189565840798,0.255200458234538,0.28501757254907,0.71498242745093,"A2"
1971,0.045056263388016,0.00990540859686044,0.0541274858203962,0.945872514179604,"A2"
1972,0.0239185017971173,0.863128502083999,0.864953997874579,0.135046002125421,"A2"
1973,0.0119592508985587,0.918425315369461,0.919338063264751,0.080661936735249,"A2"
1974,0,0.973722128654923,0.973722128654923,0.0262778713450771,"A2"
1975,0.0078194321604615,0.537159451094612,0.544978883255074,0.455021116744926,"A2"
1976,0.015638864320923,0.100596773534302,0.116235637855225,0.883764362144775,"A2"
1977,0.015638864320923,0.100596773534302,0.116235637855225,0.883764362144775,"A2"
1978,0.015638864320923,0.100596773534302,0.116235637855225,0.883764362144775,"A2"
1979,0.015638864320923,0.100596773534302,0.116235637855225,0.883764362144775,"A2"
1995,5.73391023951763e-05,0.722187829040408,0.722187829040408,0.277812170959592,"A2"
2001,0,0.771273167008213,0.771273167008213,0.228726832991787,"A2"
2006,0.577572451011873,0.715702066754837,0.828654014650709,0.171345985349291,"A2"
2011,0.0179594715981243,0.756895378984709,0.762508092478352,0.237491907521648,"A2"
2016,0.00748787876683196,0.705619227015939,0.706288321067952,0.293711678932048,"A2"
1916,0.0227996085095061,0,0.0227996085095061,0.977200391490494,"A3"
1917,0.00817506093832975,0,0.00817506093832975,0.99182493906167,"A3"
1918,0.0015145291964661,0,0.0015145291964661,0.998485470803534,"A3"
1919,0.000716304376716796,0,0.000716304376716796,0.999283695623283,"A3"
1920,0.00116062287325991,0,0.00116062287325991,0.99883937712674,"A3"
1921,0.00138215774644321,0,0.00138215774644321,0.998617842253557,"A3"
1922,0.000921438497628807,0,0.000921438497628807,0.999078561502371,"A3"
1923,0.000460719248814403,0,0.000460719248814403,0.999539280751186,"A3"
1924,0,0,0,1,"A3"
1925,0.00116137216818877,0,0.00116137216818877,0.998838627831811,"A3"
1926,0.00396060372105007,0,0.00396060372105007,0.99603939627895,"A3"
1927,0.00618299549457648,0,0.00618299549457648,0.993817004505424,"A3"
1928,0.014073233010332,0,0.014073233010332,0.985926766989668,"A3"
1929,0.0158475099242147,0,0.0158475099242147,0.984152490075785,"A3"
1930,0.00754422355691661,0,0.00754422355691661,0.992455776443083,"A3"
1931,0.00823735042800063,0,0.00823735042800063,0.991762649571999,"A3"
1932,0.0154228223544087,0,0.0154228223544087,0.984577177645591,"A3"
1933,0.0122645394881546,0,0.0122645394881546,0.987735460511845,"A3"
1934,0.00395544872883241,0,0.00395544872883241,0.996044551271168,"A3"
1935,0.000711998557262077,0,0.000711998557262077,0.999288001442738,"A3"
1936,0.00145333861732066,0,0.00145333861732066,0.998546661382679,"A3"
1937,0.00344080850432443,0,0.00344080850432443,0.996559191495676,"A3"
1938,0.0136932020886342,0,0.0136932020886342,0.986306797911366,"A3"
1939,0.0111986246141163,0,0.0111986246141163,0.988801375385884,"A3"
1940,0.010885428788687,0,0.010885428788687,0.989114571211313,"A3"
1941,0.0117926977161033,0,0.0117926977161033,0.988207302283897,"A3"
1942,0.0250446782595802,0,0.0250446782595802,0.97495532174042,"A3"
1943,0.0308993925731913,0,0.0308993925731913,0.969100607426809,"A3"
1944,0.0408703094309051,0,0.0408703094309051,0.959129690569095,"A3"
1945,0.0416380638787721,0,0.0416380638787721,0.958361936121228,"A3"
1946,0.05643869045573,0,0.05643869045573,0.94356130954427,"A3"
1947,0.0472212418253622,0,0.0472212418253622,0.952778758174638,"A3"
1948,0.0261685118535685,0,0.0261685118535685,0.973831488146432,"A3"
1949,0.00511578188177477,0,0.00511578188177477,0.994884218118225,"A3"
1950,0.00383127931606931,0,0.00383127931606931,0.996168720683931,"A3"
1951,0,0,0,1,"A3"
1952,0,0,0,1,"A3"
1953,0,0,0,1,"A3"
1954,0,0,0,1,"A3"
1955,0,0,0,1,"A3"
1956,0,0,0,1,"A3"
1957,0,0,0,1,"A3"
1958,0,0,0,1,"A3"
1959,0,0,0,1,"A3"
1960,0,0,0,1,"A3"
1961,0,0,0,1,"A3"
1962,0,0,0,1,"A3"
1963,0,0,0,1,"A3"
1964,0,0,0,1,"A3"
1965,0,0,0,1,"A3"
1966,0,0,0,1,"A3"
1967,0,0,0,1,"A3"
1968,0,0,0,1,"A3"
1969,0.000561954268188263,0.000800222878130597,0.00136217714631886,0.998637822853681,"A3"
1970,0.00599617689076555,0,0.00599617689076555,0.994003823109234,"A3"
1971,0.00457855362219236,0,0.00457855362219236,0.995421446377808,"A3"
1972,0.0265127525757391,0,0.0265127525757391,0.973487247424261,"A3"
1973,0.017896120485413,0,0.017896120485413,0.982103879514587,"A3"
1974,0.00927948839508686,0,0.00927948839508686,0.990720511604913,"A3"
1975,0.0249188004823294,0,0.0249188004823294,0.975081199517671,"A3"
1976,0.0154514945190941,2.49757469934709e-05,0.0154764702660876,0.984523529733912,"A3"
1977,0.022282111084969,0,0.022282111084969,0.977717888915031,"A3"
1978,0.022282111084969,0,0.022282111084969,0.977717888915031,"A3"
1979,0.022282111084969,0,0.022282111084969,0.977717888915031,"A3"
1995,0,0.0257347437051743,0.0257347437051743,0.974265256294826,"A3"
2001,0,0.0296088611946473,0.0296088611946473,0.970391138805353,"A3"
2006,0.0038522441288218,0.133531254659678,0.136954075217761,0.863045924782239,"A3"
2011,0.0358840802414849,0.108150606953949,0.134011746707683,0.865988253292317,"A3"
2016,0.00129610949734753,0.0771937059624185,0.0779530374699497,0.92204696253005,"A3"
1916,0.026303330681612,0,0.026303330681612,0.973696669318388,"A4"
1917,0.0201781172159802,0,0.0201781172159802,0.97982188278402,"A4"
1918,0.00763403159597295,0,0.00763403159597295,0.992365968404027,"A4"
1919,0.0127418706407585,0,0.0127418706407585,0.987258129359242,"A4"
1920,0.031567892369164,0,0.031567892369164,0.968432107630836,"A4"
1921,0.039441892253125,0,0.039441892253125,0.960558107746875,"A4"
1922,0.0135287266592369,0,0.0135287266592369,0.986471273340763,"A4"
1923,0.00768815549758865,0,0.00768815549758865,0.992311844502411,"A4"
1924,0.0115457953216657,0,0.0115457953216657,0.988454204678334,"A4"
1925,0.00997109696544296,0,0.00997109696544296,0.990028903034557,"A4"
1926,0.0200371411264425,0,0.0200371411264425,0.979962858873557,"A4"
1927,0.0229284967111035,0,0.0229284967111035,0.977071503288896,"A4"
1928,0.0374277668177026,0,0.0374277668177026,0.962572233182297,"A4"
1929,0.0638010126668701,0,0.0638010126668701,0.93619898733313,"A4"
1930,0.0521439557792335,0,0.0521439557792335,0.947856044220766,"A4"
1931,0.0662712581168201,0,0.0662712581168201,0.93372874188318,"A4"
1932,0.0789966549744637,0,0.0789966549744637,0.921003345025536,"A4"
1933,0.0844937774867166,0,0.0844937774867166,0.915506222513283,"A4"
1934,0.029955284876365,0,0.029955284876365,0.970044715123635,"A4"
1935,0.0102247543738325,0,0.0102247543738325,0.989775245626167,"A4"
1936,0.0205051021439734,0,0.0205051021439734,0.979494897856027,"A4"
1937,0.0623009867774528,0,0.0623009867774528,0.937699013222547,"A4"
1938,0.0539229100691198,0,0.0539229100691198,0.94607708993088,"A4"
1939,0.0713927713614937,0,0.0713927713614937,0.928607228638506,"A4"
1940,0.105131277476849,0,0.105131277476849,0.894868722523151,"A4"
1941,0.0877403032429332,0,0.0877403032429332,0.912259696757067,"A4"
1942,0.117881248149372,0,0.117881248149372,0.882118751850628,"A4"
1943,0.119347499447795,0,0.119347499447795,0.880652500552205,"A4"
1944,0.131506536087069,0,0.131506536087069,0.868493463912931,"A4"
1945,0.182381263294796,0,0.182381263294796,0.817618736705204,"A4"
1946,0.149183940927742,0,0.149183940927742,0.850816059072258,"A4"
1947,0.105300518763453,0,0.105300518763453,0.894699481236547,"A4"
1948,0.131735445405028,0,0.131735445405028,0.868264554594973,"A4"
1949,0.158170372046602,0,0.158170372046602,0.841829627953398,"A4"
1950,0.0773405989353914,0,0.0773405989353914,0.922659401064609,"A4"
1951,0.0576278523897471,0.000707371376481199,0.0583352237662283,0.941664776233772,"A4"
1952,0.00937416520306696,0.0364530389512006,0.0458272041542676,0.954172795845732,"A4"
1953,0.0143410829270023,0.0369453345535608,0.0512864174805632,0.948713582519436,"A4"
1954,0.0193080006509376,0.0374376301559211,0.0567456308068587,0.943254369193141,"A4"
1955,0.0242749183748729,0.0379299257582813,0.0622048441331542,0.937795155866845,"A4"
1956,0.0292418360988082,0.0384222213606415,0.0676640574594498,0.93233594254055,"A4"
1957,0.0328135633874216,0.0474661138553784,0.0802796772428,0.9197203227572,"A4"
1958,0.0647510423018838,0.205935669130888,0.26977211013452,0.73022788986548,"A4"
1959,0.0760648895045397,0.131853352210515,0.207125338178685,0.792874661821315,"A4"
1960,0.0698718532142405,0.00553543009211643,0.0754072833063569,0.924592716693643,"A4"
1961,0.0626676243823428,0,0.0626676243823428,0.937332375617657,"A4"
1962,0.0621507949542577,0.033878730162425,0.0960295251166826,0.903970474883317,"A4"
1963,0.0616339655261725,0.06775746032485,0.129391425851022,0.870608574148978,"A4"
1964,0.0611171360980873,0.101636190487275,0.162753326585362,0.837246673414638,"A4"
1965,0.0606003066700022,0.1355149206497,0.196115227319702,0.803884772680298,"A4"
1966,0.0651882176978139,0.0752072267090644,0.140395444406878,0.859604555593122,"A4"
1967,0.074349817792028,0.0997907731734467,0.174140590965475,0.825859409034525,"A4"
1968,0.083511417886242,0.124374319637829,0.207885737524071,0.792114262475929,"A4"
1969,0.0335787698187467,0,0.0335787698187467,0.966421230181253,"A4"
1970,0.0595748671949052,0,0.0595748671949052,0.940425132805095,"A4"
1971,0.0398349714991675,0.00143823545904201,0.0412732069582095,0.958726793041791,"A4"
1972,0.0202590166124415,0.15850000709898,0.178759023711422,0.821240976288578,"A4"
1973,0.0499991011605287,0.168898366274551,0.21889746743508,0.78110253256492,"A4"
1974,0.0797391857086158,0.179296725450122,0.259035911158738,0.740964088841262,"A4"
1975,0.132892505676964,0.215244950382935,0.3481374560599,0.6518625439401,"A4"
1976,0.105942607639675,0.107622475191468,0.213565082831143,0.786434917168857,"A4"
1977,0.078992709602386,0,0.078992709602386,0.921007290397614,"A4"
1978,0.078992709602386,0,0.078992709602386,0.921007290397614,"A4"
1979,0.078992709602386,0,0.078992709602386,0.921007290397614,"A4"
1995,0.000281233603930281,0.322604293716771,0.322885527320701,0.677114472679299,"A4"
2001,0,0.334120479947388,0.334120479947388,0.665879520052612,"A4"
2006,0.0127695852265534,0.183855224648939,0.194586702170551,0.805413297829448,"A4"
2011,0.03165041496865,0.27825554986074,0.298289001815422,0.701710998184578,"A4"
2016,0,0.237467010692716,0.237467010692716,0.762532989307284,"A4"
1916,0.0518710074083528,0,0.0518710074083528,0.948128992591647,"A5"
1917,0.0494951416296822,0,0.0494951416296822,0.950504858370318,"A5"
1918,0.0215559016431455,0,0.0215559016431455,0.978444098356855,"A5"
1919,0.00945588310542269,0,0.00945588310542269,0.990544116894577,"A5"
1920,0.0257591814888847,0,0.0257591814888847,0.974240818511115,"A5"
1921,0.0360426507579572,0,0.0360426507579572,0.963957349242043,"A5"
1922,0.012730096445118,0,0.012730096445118,0.987269903554882,"A5"
1923,0.01855658758928,0,0.01855658758928,0.98144341241072,"A5"
1924,0.0182029054646617,0,0.0182029054646617,0.981797094535338,"A5"
1925,0.0132905653360638,0,0.0132905653360638,0.986709434663936,"A5"
1926,0.027523501437597,0,0.027523501437597,0.972476498562403,"A5"
1927,0.0553079793626665,0,0.0553079793626665,0.944692020637333,"A5"
1928,0.0657983402048276,0,0.0657983402048276,0.934201659795172,"A5"
1929,0.102104731108263,0,0.102104731108263,0.897895268891737,"A5"
1930,0.0894059970444324,0,0.0894059970444324,0.910594002955568,"A5"
1931,0.0821307013831751,0,0.0821307013831751,0.917869298616825,"A5"
1932,0.113215586992048,0,0.113215586992048,0.886784413007952,"A5"
1933,0.13359266473756,0,0.13359266473756,0.86640733526244,"A5"
1934,0.0608590324746655,0,0.0608590324746655,0.939140967525334,"A5"
1935,0.019672272566446,0,0.019672272566446,0.980327727433554,"A5"
1936,0.0310025560737059,0,0.0310025560737059,0.968997443926294,"A5"
1937,0.0836175629184352,0,0.0836175629184352,0.916382437081565,"A5"
1938,0.115410760628838,0,0.115410760628838,0.884589239371162,"A5"
1939,0.114622164286655,0,0.114622164286655,0.885377835713345,"A5"
1940,0.153385139294469,0,0.153385139294469,0.846614860705531,"A5"
1941,0.145343231245307,0,0.145343231245307,0.854656768754693,"A5"
1942,0.158676248416869,0,0.158676248416869,0.841323751583131,"A5"
1943,0.124977188066244,0,0.124977188066244,0.875022811933756,"A5"
1944,0.147012840336334,0,0.147012840336334,0.852987159663666,"A5"
1945,0.121515493346015,0,0.121515493346015,0.878484506653985,"A5"
1946,0.085689840777125,0,0.085689840777125,0.914310159222875,"A5"
1947,0.0614099883593201,0,0.0614099883593201,0.93859001164068,"A5"
1948,0.0604417275024794,0,0.0604417275024794,0.93955827249752,"A5"
1949,0.0594734666456387,0,0.0594734666456387,0.940526533354361,"A5"
1950,0.0602746139569187,0,0.0602746139569187,0.939725386043081,"A5"
1951,0.0395490421954792,0,0.0395490421954792,0.960450957804521,"A5"
1952,0.0225801829659684,0.0456082002378242,0.0681883832037925,0.931811616796207,"A5"
1953,0.0179628855400362,0.0471323830268829,0.065095268566919,0.934904731433081,"A5"
1954,0.0133455881141039,0.0486565658159416,0.0620021539300454,0.937997846069955,"A5"
1955,0.00872829068817168,0.0501807486050003,0.0589090392931719,0.941090960706828,"A5"
1956,0.00411099326223944,0.051704931394059,0.0558159246562984,0.944184075343702,"A5"
1957,0.0029397018893686,0,0.0029397018893686,0.997060298110631,"A5"
1958,0.0125775841245339,0.224196541673824,0.232502005142665,0.767497994857335,"A5"
1959,0.00178936207461381,0.155846951313423,0.156938926106522,0.843061073893478,"A5"
1960,0,0.0590389714200844,0.0590389714200844,0.940961028579916,"A5"
1961,0,0.0302764851609558,0.0302764851609558,0.969723514839044,"A5"
1962,0.0035679615298362,0.0371621369555734,0.0407300984854096,0.95926990151459,"A5"
1963,0.0071359230596724,0.044047788750191,0.0511837118098633,0.948816288190137,"A5"
1964,0.0107038845895086,0.0509334405448086,0.0616373251343171,0.938362674865683,"A5"
1965,0.0142718461193448,0.0578190923394262,0.0720909384587709,0.927909061541229,"A5"
1966,0.00490077686121274,0.0701020278103427,0.0750028046715554,0.924997195328445,"A5"
1967,0.00250027307147312,0.0905404436463209,0.0930282455578317,0.906971754442168,"A5"
1968,9.97692817335024e-05,0.110978859482299,0.111053686444108,0.888946313555892,"A5"
1969,0.000503834873494622,0.15479337099323,0.154843255634436,0.845156744365564,"A5"
1970,0.000907900465255741,0.198607882504162,0.198632824824765,0.801367175175236,"A5"
1971,0.00131196605701686,0.242422394015093,0.242422394015093,0.757577605984908,"A5"
1972,0.0066885326603121,0.317812553204074,0.32431850808204,0.67568149191796,"A5"
1973,0.0337434427290805,0.206435364721868,0.240087518559776,0.759912481440224,"A5"
1974,0.0607983527978489,0.095058176239663,0.155856529037512,0.844143470962488,"A5"
1975,0.0555679980499885,0.170028805266641,0.214070458218286,0.785929541781714,"A5"
1976,0.0452113978927976,0.0725597044493187,0.117771102342116,0.882228897657884,"A5"
1977,0.0124606844420288,0,0.0124606844420288,0.987539315557971,"A5"
1978,0.0124606844420288,0,0.0124606844420288,0.987539315557971,"A5"
1979,0.0124606844420288,0,0.0124606844420288,0.987539315557971,"A5"
1995,0.000402950472417708,0.322982761995489,0.323385712467906,0.676614287532094,"A5"
2001,0,0.562692465724781,0.562692465724781,0.437307534275219,"A5"
2006,0.00769617875676805,0.53654635853841,0.540079566359306,0.459920433640694,"A5"
2011,0.046776319338472,0.314675854205847,0.336193522759157,0.663806477240843,"A5"
2016,0.0221951719185347,0.325700519321947,0.341685701436726,0.658314298563274,"A5"
1916,0.0730496644272838,0,0.0730496644272838,0.926950335572716,"B1"
1917,0.0139230345867181,0,0.0139230345867181,0.986076965413282,"B1"
1918,0.0238698408499362,0,0.0238698408499362,0.976130159150064,"B1"
1919,0.0247517843211702,0,0.0247517843211702,0.97524821567883,"B1"
1920,0.0365973630558902,0,0.0365973630558902,0.96340263694411,"B1"
1921,0.0456887539607828,0,0.0456887539607828,0.954311246039217,"B1"
1922,0.0290666230891772,0,0.0290666230891772,0.970933376910823,"B1"
1923,0.0255848418168805,0,0.0255848418168805,0.97441515818312,"B1"
1924,0.031942018363825,0,0.031942018363825,0.968057981636175,"B1"
1925,0.0238581181406726,0,0.0238581181406726,0.976141881859327,"B1"
1926,0.060188104751919,0,0.060188104751919,0.939811895248081,"B1"
1927,0.0832389253295834,0,0.0832389253295834,0.916761074670417,"B1"
1928,0.102580465119664,0,0.102580465119664,0.897419534880336,"B1"
1929,0.140553909580134,0,0.140553909580134,0.859446090419866,"B1"
1930,0.147739634004375,0,0.147739634004375,0.852260365995624,"B1"
1931,0.124286586283278,0,0.124286586283278,0.875713413716722,"B1"
1932,0.16561466845765,0,0.16561466845765,0.83438533154235,"B1"
1933,0.129734079040916,0,0.129734079040916,0.870265920959084,"B1"
1934,0.160698836060507,0,0.160698836060507,0.839301163939493,"B1"
1935,0.0625410831252802,0,0.0625410831252802,0.93745891687472,"B1"
1936,0.0832459389932926,0,0.0832459389932926,0.916754061006707,"B1"
1937,0.0925355976011172,0,0.0925355976011172,0.907464402398883,"B1"
1938,0.165018214191045,0,0.165018214191045,0.834981785808955,"B1"
1939,0.100439946311369,0,0.100439946311369,0.899560053688631,"B1"
1940,0.101532349175813,0,0.101532349175813,0.898467650824187,"B1"
1941,0.112166328100638,0,0.112166328100638,0.887833671899361,"B1"
1942,0.124549777571007,0,0.124549777571007,0.875450222428993,"B1"
1943,0.0886299845725533,0,0.0886299845725533,0.911370015427447,"B1"
1944,0.1120377029899,0,0.1120377029899,0.8879622970101,"B1"
1945,0.12074310394435,0,0.12074310394435,0.87925689605565,"B1"
1946,0.123088090961761,0,0.123088090961761,0.876911909038239,"B1"
1947,0.0960543226378939,0,0.0960543226378939,0.903945677362106,"B1"
1948,0.0882037134988222,0,0.0882037134988222,0.911796286501177,"B1"
