"quadrat","year","month","boundary","perennial_cover","nonpernn_cover","grass_cover","shrub_cover","other_cover","bareground"
"A1","1930","08",1,0.0759969816360978,0,0.0759969816360978,0,0,0.924003018363902
"A1","1931","09",1,0.0627537099839501,2.48886516119435e-05,0.0627537099839501,0,2.48886516119435e-05,0.93724629001605
"A1","1932","09",1,0.0667346199504834,2.48886539298797e-05,0.0667346199504834,0,2.48886539298797e-05,0.933265380049517
"A1","1933","10",1,0.075432228249904,0,0.075432228249904,0,0,0.924567771750096
"A1","1934","10",1,0.02393602403358,0,0.02393602403358,0,0,0.97606397596642
"A1","1935","05",1,0.00613803938877733,2.48886516119436e-05,0.00613803938877733,0,2.48886516119436e-05,0.993861960611223
"A1","1935","10",1,0.00468951984946102,0.000223997869143365,0.00468951984946102,0,0.000223997869143365,0.995310480150539
"A1","1936","10",1,0.014027045237988,0.000771548208372767,0.014027045237988,0,0.000771548208372767,0.985972954762012
"A1","1937","10",1,0.0177375450601885,9.95546061580322e-05,0.0177375450601885,0,9.95546061580322e-05,0.982262454939811
"A1","1938","09",1,0.0169949672418285,0.000248886520755305,0.0169949672418285,0,0.000248886520755305,0.983005032758172
"A1","1940","01",1,0.0253112614592851,2.48886539298799e-05,0.0253112614592851,0,2.48886539298799e-05,0.974688738540715
"A1","1941","02",1,0.0394539891394391,2.48886539298799e-05,0.0394539891394391,0,2.48886539298799e-05,0.960546010860561
"A1","1942","01",1,0.0518724807927592,9.95546087657102e-05,0.0518724807927592,0,9.95546087657102e-05,0.948127519207241
"A1","1942","10",1,0.0497598822468449,0.000248886522783499,0.0497598822468449,0,0.000248886522783499,0.950240117753155
"A1","1943","12",1,0.0404430641869198,0.00012444326269559,0.0404430641869198,0,0.00012444326269559,0.95955693581308
"A1","1944","09",1,0.0503114147245819,0.000149331911989597,0.0503114147245819,0,0.000149331911989597,0.949688585275418
"A1","1945","09",1,0.0627671896410647,9.95546081862265e-05,0.0627671896410647,0,9.95546081862265e-05,0.937232810358935
"A1","1947","02",1,0.0607940173271304,4.97773032238873e-05,0.0607940173271304,0,4.97773032238873e-05,0.93920598267287
"A1","1947","09",1,0.0694327688612864,2.48886516119431e-05,0.0694327688612864,0,2.48886516119431e-05,0.930567231138714
"A1","1949","09",1,0.0581505437344855,0,0.0581505437344855,0,0,0.941849456265515
"A1","1950","11",1,0.0513496200064987,0,0.0513496200064987,0,0,0.948650379993501
"A1","1951","08",1,0.0592183166724226,0,0.0592183166724226,0,0,0.940781683327577
"A1","1952","09",1,0.00341621638961961,0,0.00176858761753145,0.00164762877208816,0,0.99658378361038
"A1","1956","08",1,0.034143248556928,0,0.00994600316745962,0.0241972453894684,0,0.965856751443072
"A1","1957","08",1,0.062539707316452,0,0.00420220002580751,0.0583375072906445,0,0.937460292683548
"A1","1958","09",1,0.158610551687794,0,0,0.158610551687794,0,0.841389448312206
"A1","1959","09",1,0.166893136780264,2.48886516119434e-05,0,0.166893136780264,2.48886516119434e-05,0.833106863219736
"A1","1960","08",1,0.0742212957865535,2.48886516119437e-05,0,0.0742212957865535,2.48886516119437e-05,0.925778704213446
"A1","1961","09",1,0.169687594730333,0,0,0.169687594730333,0,0.830312405269667
"A1","1965","10",1,0.151714822085886,4.97773032238876e-05,0.0146642246015634,0.139293343796233,4.97773032238876e-05,0.848285177914114
"A1","1966","10",1,0.158532431274716,0.000149331914307535,0.0103454809573899,0.15168171529163,0.000149331914307535,0.841467568725284
"A1","1968","08",1,0.230900288955804,0,0.00105751883467343,0.230495151476448,0,0.769099711044196
"A1","1969","09",1,0.296472215648217,0,0.00055850135231588,0.296322883734199,0,0.703527784351783
"A1","1971","07",1,0.000704995957897127,0,0,0.000704995957897127,0,0.999295004042103
"A1","1972","08",1,0.294430017186017,0,0.00525907176411828,0.289170945421898,0,0.705569982813983
"A1","1973","08",1,0.414268787647869,0.0922558719329294,0.054781516322129,0.35948727132574,0.0922558719329294,0.585731212352131
"A1","1974","06",1,0.140451691540883,0.0265064145441119,0.011218111974556,0.129233579566327,0.0265064145441119,0.859548308459117
"A1","1975","08",1,0.265351698858045,0.0501554076876192,0.027608449201013,0.237743249657032,0.0501554076876192,0.734648301141955
"A1","1976","07",1,0.381924097636235,0.0247241729976,0.0171596604206174,0.369115157788328,0.0247241729976,0.618075902363765
"A1","1977","07",1,0.167709982356793,0.0851080351989573,0.0013215874176716,0.166388394939122,0.0851080351989573,0.832290017643207
"A1","1995","10",1,0.86973110520144,0,0.000105600920509497,0.869731105201439,0,0.13026889479856
"A1","2001","10",1,0.880104590560218,0,0.00171926440694218,0.880104590560218,0,0.119895409439782
"A1","2006","11",0.974981339822814,0.627931330582863,0,0.0610029414274337,0.590572794094644,1,0.372068669417137
"A1","2011","12",0.950381727448833,0.564328083886504,0,0.0193064164754365,0.554227181815654,1,0.435671916113496
"A1","2016","11",0.890571246998788,0.867992799889376,0,0.0251751176562597,0.867600594072701,1,0.132007200110624
"A2","1915","06",1,0.0590747857994815,0.000332932619483704,0.0560978356980057,0.00297695010147579,0.000332932619483704,0.940925214200519
"A2","1915","10",1,0.0430490961565693,0.000952841405726383,0.0430490961565693,0,0.000952841405726383,0.956950903843431
"A2","1916","05",1,0.0388541295014769,0.00100757237433555,0.0388541295014769,0,0.00100757237433555,0.961145870498523
"A2","1916","09",1,0.0506406971240828,0.000159820620543127,0.0496372128778271,0.00100348424625565,0.000159820620543127,0.949359302875917
"A2","1917","06",1,0.0378192913237099,0,0.0351662002034929,0.00265309112021698,0,0.96218070867629
"A2","1917","09",1,0.042977623102119,0.00034898597683911,0.041172044432667,0.00180557866945196,0.00034898597683911,0.957022376897881
"A2","1918","09",1,0.00884434164429986,0.000274203268946691,0.00610238873245471,0.00274195291184516,0.000274203268946691,0.9911556583557
"A2","1919","07",1,0.0192590404179758,0,0.00589272792790984,0.013366312490066,0,0.980740959582024
"A2","1919","10",1,0.010352170473913,0.0019555678483315,0.00365238754193753,0.00669978293197551,0.0019555678483315,0.989647829526087
"A2","1920","10",1,0.0256261450472184,0.000593495523221214,0.0126144521335612,0.0130116929136571,0.000593495523221214,0.974373854952782
"A2","1921","10",1,0.0427432341509088,0,0.0263115783906404,0.0176143991542352,0,0.957256765849091
"A2","1922","10",1,0.00973039711925145,0,0.00965561440903747,7.47827102139806e-05,0,0.990269602880749
"A2","1923","10",1,0.0138891633052821,9.97102771898917e-05,0.00638531666118669,0.00750384664409538,9.97102771898917e-05,0.986110836694718
"A2","1924","10",1,0.0187236261567462,0,0.00538555160585349,0.0133380745508927,0,0.981276373843254
"A2","1925","10",1,0.0109937562523086,0.000182469808601106,0.00278406056134005,0.00820969569096854,0.000182469808601106,0.989006243747691
"A2","1926","09",1,0.019348969163357,0.000473623830000963,0.0101681950509089,0.00918077411244815,0.000473623830000963,0.980651030836643
"A2","1927","09",1,0.037491384116209,0,0.0234619483951839,0.014029435721025,0,0.962508615883791
"A2","1928","09",1,0.0689158613855352,0,0.040038612835105,0.0288772485504302,0,0.931084138614465
"A2","1929","09",1,0.0991822735379347,0,0.0591157917070299,0.0400664818309048,0,0.900817726462065
"A2","1930","08",1,0.0913435199748709,0,0.0656455386857241,0.0256979812891467,0,0.908656480025129
"A2","1931","09",1,0.0968973127812598,0,0.0611818285696307,0.0357154842116291,0,0.90310268721874
"A2","1932","09",1,0.149709281005812,0,0.0649041578918229,0.0902171577640327,0,0.850290718994188
"A2","1933","10",1,0.134644643148493,7.47827102139791e-05,0.0630702914110247,0.071419182600006,7.47827102139791e-05,0.865355356851507
"A2","1934","10",1,0.0685626626171889,0,0.0161314181513446,0.0531774762024493,0,0.931437337382811
"A2","1935","05",1,0.0524463306740722,0,0.00277992259093367,0.0496664080831385,0,0.947553669325928
"A2","1935","10",1,0.0849405446740373,9.97102795114536e-05,0.000679176573395512,0.0842613681006419,9.97102795114536e-05,0.915059455325963
"A2","1936","10",1,0.106055143518159,0.000174492992046994,0.00198644813029456,0.104068695387864,0.000174492992046994,0.893944856481841
"A2","1937","10",1,0.166926873129188,0.000124637848808926,0.000578618752735092,0.166373181948072,0.000124637848808926,0.833073126870812
"A2","1938","09",1,0.114914302153902,0.000224348128030185,0.00247131927371569,0.112492838018781,0.000224348128030185,0.885085697846098
"A2","1940","01",1,0.0925062115924007,0,0.00769813211324508,0.0869053854962893,0,0.907493788407599
"A2","1941","02",1,0.0715138226846005,0,0.0106527570725767,0.0608610656120238,0,0.9284861773154
"A2","1942","01",1,0.130921426498687,0,0.0114083167412289,0.119655017426488,0,0.869078573501313
"A2","1942","10",1,0.216460058273792,0,0.0256633918319279,0.197674681523267,0,0.783539941726208
"A2","1943","12",1,0.256770401453266,0,0.0383910499990747,0.229657780557808,0,0.743229598546734
"A2","1944","09",1,0.254103949214067,0,0.0614972171417891,0.208669484727241,0,0.745896050785933
"A2","1945","09",1,0.336930765533608,0,0.0825101613753818,0.283126086792253,0,0.663069234466392
"A2","1947","02",1,0.348169126076452,2.49275713288385e-05,0.0805754629165175,0.297737177404745,2.49275713288385e-05,0.651830873923548
"A2","1947","09",1,0.427933749888495,2.49275690072781e-05,0.077607676146104,0.382849383176975,2.49275690072781e-05,0.572066250111505
"A2","1949","09",1,0.613250818087934,0,0.0545380079591398,0.571409268956959,0,0.386749181912066
"A2","1950","11",1,0.455024010893596,0,0.0505317537258601,0.417171216871112,0,0.544975989106404
"A2","1951","08",1,0.519328605825622,0,0.040981712512937,0.492755776505013,0,0.480671394174378
"A2","1952","09",1,0.540314449019184,0,0.00217517973262052,0.539891178881863,0,0.459685550980816
"A2","1956","08",1,0.608993293945909,0,0.00426490778211211,0.604728386163797,0,0.391006706054091
"A2","1957","08",1,0.997102793257282,0,0,0.997102793257282,0,0.00289720674271809
"A2","1958","09",1,0.722036732029418,0,0,0.722036732029418,0,0.277963267970582
"A2","1960","08",1,0.751093104999254,0,0,0.751093104999254,0,0.248906895000746
"A2","1961","09",1,0.596133788876689,0,0.00328196384704921,0.596133788876688,0,0.403866211123311
"A2","1965","10",1,0.67551859620426,2.49275692974732e-05,0.0329359006391365,0.67551859620426,2.49275692974732e-05,0.32448140379574
"A2","1966","10",1,0.822155145458277,0,0.0325384055968117,0.822155145458277,0,0.177844854541723
"A2","1968","08",1,0.746797746006418,0.000304664757850481,0.00594434297620741,0.745790557509892,0.000304664757850481,0.253202253993582
"A2","1971","07",1,0.0541274858203962,0,0.045056263388016,0.00990540859686044,0,0.945872514179604
"A2","1972","08",1,0.864953997874579,0,0.0239185017971173,0.863128502083999,0,0.135046002125421
"A2","1974","07",1,0.973722128654923,0,0,0.973722128654923,0,0.0262778713450771
"A2","1976","07",1,0.116235637855225,0.00140392073254966,0.015638864320923,0.100596773534302,0.00140392073254966,0.883764362144775
"A2","1995","10",1,0.722187829040408,0,5.73391023951763e-05,0.722187829040408,0,0.277812170959592
"A2","2001","10",1,0.771273167008213,0,0,0.771273167008213,0,0.228726832991787
"A2","2006","11",0.980023885249939,0.828654014650709,0,0.577572451011873,0.715702066754837,1,0.171345985349291
"A2","2011","11",0.931451798367216,0.762508092478352,0,0.0179594715981243,0.756895378984709,1,0.237491907521648
"A2","2016","11",0.889584228220208,0.706288321067952,0,0.00748787876683196,0.705619227015939,1,0.293711678932048
"A3","1915","06",1,0.0241170790152367,0,0.0241170790152367,0,0,0.975882920984763
"A3","1915","10",1,0.0218988832814769,0,0.0218988832814769,0,0,0.978101116718523
"A3","1916","05",1,0.0232221981072814,0,0.0232221981072814,0,0,0.976777801892719
"A3","1916","09",1,0.0227996085095061,0,0.0227996085095061,0,0,0.977200391490494
"A3","1917","06",1,0.0178823338853588,0,0.0178823338853588,0,0,0.982117666114641
"A3","1917","09",1,0.00817506093832975,0,0.00817506093832975,0,0,0.99182493906167
"A3","1918","09",1,0.0015145291964661,0,0.0015145291964661,0,0,0.998485470803534
"A3","1919","07",1,0.00211094999078929,0,0.00211094999078929,0,0,0.997889050009211
"A3","1919","10",1,0.000716304376716796,0,0.000716304376716796,0,0,0.999283695623283
"A3","1920","10",1,0.00116062287325991,0,0.00116062287325991,0,0,0.99883937712674
"A3","1921","10",1,0.00138215774644321,0,0.00138215774644321,0,0,0.998617842253557
"A3","1924","10",1,0,0.0287675628554289,0,0,0.0287675628554289,1
"A3","1925","10",1,0.00116137216818877,0,0.00116137216818877,0,0,0.998838627831811
"A3","1926","09",1,0.00396060372105007,0.000174830214707253,0.00396060372105007,0,0.000174830214707253,0.99603939627895
"A3","1927","09",1,0.00618299549457648,0.000149854474691925,0.00618299549457648,0,0.000149854474691925,0.993817004505424
"A3","1928","09",1,0.014073233010332,0.000149854467713782,0.014073233010332,0,0.000149854467713782,0.985926766989668
"A3","1929","09",1,0.0158475099242147,0.000199805964317527,0.0158475099242147,0,0.000199805964317527,0.984152490075785
"A3","1930","08",1,0.00754422355691661,0.000149854470330585,0.00754422355691661,0,0.000149854470330585,0.992455776443083
"A3","1931","09",1,0.00823735042800063,0.000374636172046637,0.00823735042800063,0,0.000374636172046637,0.991762649571999
"A3","1932","09",1,0.0154228223544087,0.000249757453652372,0.0154228223544087,0,0.000249757453652372,0.984577177645591
"A3","1933","10",1,0.0122645394881546,0.000199805961700723,0.0122645394881546,0,0.000199805961700723,0.987735460511845
"A3","1934","10",1,0.00395544872883241,0.000174830214707254,0.00395544872883241,0,0.000174830214707254,0.996044551271168
"A3","1935","05",1,0,4.99514893348463e-05,0,0,4.99514893348463e-05,1
"A3","1935","10",1,0.000711998557262077,2.49757469934703e-05,0.000711998557262077,0,2.49757469934703e-05,0.999288001442738
"A3","1936","10",1,0.00145333861732066,0.000124878725663162,0.00145333861732066,0,0.000124878725663162,0.998546661382679
"A3","1937","10",1,0.00344080850432443,2.4975744667423e-05,0.00344080850432443,0,2.4975744667423e-05,0.996559191495676
"A3","1938","09",1,0.0136932020886342,2.49757469934706e-05,0.0136932020886342,0,2.49757469934706e-05,0.986306797911366
"A3","1940","01",1,0.0111986246141163,0,0.0111986246141163,0,0,0.988801375385884
"A3","1941","02",1,0.010885428788687,2.4975744667423e-05,0.010885428788687,0,2.4975744667423e-05,0.989114571211313
"A3","1942","01",1,0.0117926977161033,0.00012487872798921,0.0117926977161033,0,0.00012487872798921,0.988207302283897
"A3","1942","10",1,0.0250446782595802,0.000124878730315259,0.0250446782595802,0,0.000124878730315259,0.97495532174042
"A3","1943","12",1,0.0308993925731913,0.000174830212671961,0.0308993925731913,0,0.000174830212671961,0.969100607426809
"A3","1944","09",1,0.0408703094309051,9.990298099574e-05,0.0408703094309051,0,9.990298099574e-05,0.959129690569095
"A3","1945","09",1,0.0416380638787721,9.99029809957398e-05,0.0416380638787721,0,9.99029809957398e-05,0.958361936121228
"A3","1947","02",1,0.05643869045573,7.49272363283167e-05,0.05643869045573,0,7.49272363283167e-05,0.94356130954427
"A3","1947","09",1,0.0472212418253622,7.49272340022692e-05,0.0472212418253622,0,7.49272340022692e-05,0.952778758174638
"A3","1949","09",1,0.00511578188177477,2.49757446674229e-05,0.00511578188177477,0,2.49757446674229e-05,0.994884218118225
"A3","1950","11",1,0.00383127931606931,2.4975744667423e-05,0.00383127931606931,0,2.4975744667423e-05,0.996168720683931
"A3","1953","09",1,0,2.59847662941566e-05,0,0,2.59847662941566e-05,1
"A3","1955","09",1,0,2.59847662941567e-05,0,0,2.59847662941567e-05,1
"A3","1956","08",0.997796616399619,0,0,0,0,1,1
"A3","1958","09",1,0,2.59847639215878e-05,0,0,2.59847639215878e-05,1
"A3","1959","09",1,0,4.99514893348461e-05,0,0,4.99514893348461e-05,1
"A3","1960","08",1,0,2.5984766294156e-05,0,0,2.5984766294156e-05,1
"A3","1961","09",0.99902980809656,0,0,0,0,1,1
"A3","1965","10",1,0,0.000124878723337116,0,0,0.000124878723337116,1
"A3","1966","10",0.99902980809656,0,0,0,0,1,1
"A3","1968","08",1,0,0.00256994423735181,0,0,0.00256994423735181,1
"A3","1969","09",1,0.00136217714631886,0,0.000561954268188263,0.000800222878130597,0,0.998637822853681
"A3","1970","08",1,0.00599617689076555,0.0040545624693255,0.00599617689076555,0,0.0040545624693255,0.994003823109234
"A3","1971","07",1,0.00457855362219236,0,0.00457855362219236,0,0,0.995421446377808
"A3","1972","08",1,0.0265127525757391,0,0.0265127525757391,0,0,0.973487247424261
"A3","1974","06",1,0.00927948839508686,0,0.00927948839508686,0,0,0.990720511604913
"A3","1975","08",1,0.0249188004823294,0,0.0249188004823294,0,0,0.975081199517671
"A3","1976","07",1,0.0154764702660876,0,0.0154514945190941,2.49757469934709e-05,0,0.984523529733912
"A3","1977","07",1,0.022282111084969,0,0.022282111084969,0,0,0.977717888915031
"A3","1995","10",1,0.0257347437051743,0,0,0.0257347437051743,0,0.974265256294826
"A3","2001","10",1,0.0296088611946473,0,0,0.0296088611946473,0,0.970391138805353
"A3","2006","11",0.97044711238738,0.136954075217761,0,0.0038522441288218,0.133531254659678,1,0.863045924782239
"A3","2011","11",0.978562457237272,0.134011746707683,0,0.0358840802414849,0.108150606953949,1,0.865988253292317
"A3","2016","11",0.992716901806665,0.0779530374699497,0,0.00129610949734753,0.0771937059624185,1,0.92204696253005
"A4","1915","06",1,0.0756414132536698,7.47223292958651e-05,0.0756414132536698,0,7.47223292958651e-05,0.92435858674633
"A4","1915","10",1,0.0478228880646058,0,0.0478228880646058,0,0,0.952177111935394
"A4","1916","05",1,0.0306112472840635,2.49074423253924e-05,0.0306112472840635,0,2.49074423253924e-05,0.969388752715936
"A4","1916","09",1,0.026303330681612,9.96297710413355e-05,0.026303330681612,0,9.96297710413355e-05,0.973696669318388
"A4","1917","06",1,0.0220176912963488,0,0.0220176912963488,0,0,0.977982308703651
"A4","1917","09",1,0.0201781172159802,0.000124537211047041,0.0201781172159802,0,0.000124537211047041,0.97982188278402
"A4","1918","09",1,0.00763403159597295,9.96297739409436e-05,0.00763403159597295,0,9.96297739409436e-05,0.992365968404027
"A4","1919","07",1,0.00934532239308033,2.49074446450788e-05,0.00934532239308033,0,2.49074446450788e-05,0.99065467760692
"A4","1919","10",1,0.0127418706407585,0,0.0127418706407585,0,0,0.987258129359242
"A4","1920","10",1,0.031567892369164,0.0186944805184506,0.031567892369164,0,0.0186944805184506,0.968432107630836
"A4","1921","10",1,0.039441892253125,0.047148045826188,0.039441892253125,0,0.047148045826188,0.960558107746875
"A4","1922","10",1,0.0135287266592369,0,0.0135287266592369,0,0,0.986471273340763
"A4","1923","10",1,0.00768815549758865,0.00229546992402687,0.00768815549758865,0,0.00229546992402687,0.992311844502411
"A4","1924","10",1,0.0115457953216657,0,0.0115457953216657,0,0,0.988454204678334
"A4","1925","10",1,0.00997109696544296,0.000547963741887188,0.00997109696544296,0,0.000547963741887188,0.990028903034557
"A4","1926","09",1,0.0200371411264425,0.000647593511768681,0.0200371411264425,0,0.000647593511768681,0.979962858873557
"A4","1927","09",1,0.0229284967111035,4.98148846507846e-05,0.0229284967111035,0,4.98148846507846e-05,0.977071503288896
"A4","1928","09",1,0.0374277668177026,2.49074423253927e-05,0.0374277668177026,0,2.49074423253927e-05,0.962572233182297
"A4","1929","09",1,0.0638010126668701,4.98148892901575e-05,0.0638010126668701,0,4.98148892901575e-05,0.93619898733313
"A4","1930","08",1,0.0521439557792335,0,0.0521439557792335,0,0,0.947856044220766
"A4","1931","09",1,0.0662712581168201,0,0.0662712581168201,0,0,0.93372874188318
"A4","1932","09",1,0.0789966549744637,0,0.0789966549744637,0,0,0.921003345025536
"A4","1933","10",1,0.0844937774867166,2.49074423253922e-05,0.0844937774867166,0,2.49074423253922e-05,0.915506222513283
"A4","1934","10",1,0.029955284876365,0.000149444653662395,0.029955284876365,0,0.000149444653662395,0.970044715123635
"A4","1935","05",1,0.0156034170256985,2.49074446450788e-05,0.0156034170256985,0,2.49074446450788e-05,0.984396582974302
"A4","1935","10",1,0.0102247543738325,0.000266509641116588,0.0102247543738325,0,0.000266509641116588,0.989775245626167
"A4","1936","10",1,0.0205051021439734,0.00067250095409407,0.0205051021439734,0,0.00067250095409407,0.979494897856027
"A4","1937","10",1,0.0623009867774528,2.49074423253927e-05,0.0623009867774528,0,2.49074423253927e-05,0.937699013222547
"A4","1938","09",1,0.0539229100691198,9.96297693015708e-05,0.0539229100691198,0,9.96297693015708e-05,0.94607708993088
"A4","1940","01",1,0.0713927713614937,0,0.0713927713614937,0,0,0.928607228638506
"A4","1941","02",1,0.105131277476849,0,0.105131277476849,0,0,0.894868722523151
"A4","1942","01",1,0.0877403032429332,4.98148846507853e-05,0.0877403032429332,0,4.98148846507853e-05,0.912259696757067
"A4","1942","10",1,0.117881248149372,4.98148869704714e-05,0.117881248149372,0,4.98148869704714e-05,0.882118751850628
"A4","1943","12",1,0.119347499447795,2.49074446450791e-05,0.119347499447795,0,2.49074446450791e-05,0.880652500552205
"A4","1944","09",1,0.131506536087069,2.4907442325393e-05,0.131506536087069,0,2.4907442325393e-05,0.868493463912931
"A4","1945","09",1,0.182381263294796,0,0.182381263294796,0,0,0.817618736705204
"A4","1947","02",1,0.149183940927742,0,0.149183940927742,0,0,0.850816059072258
"A4","1947","09",1,0.105300518763453,0,0.105300518763453,0,0,0.894699481236547
"A4","1949","09",1,0.158170372046602,0,0.158170372046602,0,0,0.841829627953398
"A4","1950","11",1,0.0773405989353914,0,0.0773405989353914,0,0,0.922659401064609
"A4","1951","08",1,0.0583352237662283,0,0.0576278523897471,0.000707371376481199,0,0.941664776233772
"A4","1952","09",1,0.0458272041542676,0,0.00937416520306696,0.0364530389512006,0,0.954172795845732
"A4","1956","08",1,0.0676640574594498,0,0.0292418360988082,0.0384222213606415,0,0.93233594254055
"A4","1957","08",1,0.0802796772428,0,0.0328135633874216,0.0474661138553784,0,0.9197203227572
"A4","1958","09",1,0.26977211013452,0,0.0647510423018838,0.205935669130888,0,0.73022788986548
"A4","1959","09",1,0.207125338178685,2.49074423253924e-05,0.0760648895045397,0.131853352210515,2.49074423253924e-05,0.792874661821315
"A4","1960","08",1,0.0754072833063569,0,0.0698718532142405,0.00553543009211643,0,0.924592716693643
"A4","1961","09",1,0.0626676243823428,0,0.0626676243823428,0,0,0.937332375617657
"A4","1965","10",1,0.196115227319702,9.96297759706687e-05,0.0606003066700022,0.1355149206497,9.96297759706687e-05,0.803884772680298
"A4","1966","10",1,0.140395444406878,0,0.0651882176978139,0.0752072267090644,0,0.859604555593122
"A4","1968","08",1,0.207885737524071,0,0.083511417886242,0.124374319637829,0,0.792114262475929
"A4","1969","09",1,0.0335787698187467,0,0.0335787698187467,0,0,0.966421230181253
"A4","1970","08",1,0.0595748671949052,2.49074423253927e-05,0.0595748671949052,0,2.49074423253927e-05,0.940425132805095
"A4","1971","07",1,0.0412732069582095,0,0.0398349714991675,0.00143823545904201,0,0.958726793041791
"A4","1972","07",1,0.182007004024823,0,0.120510353291065,0.0614966507337575,0,0.817992995975177
"A4","1972","08",1,0.178759023711422,0,0.0202590166124415,0.15850000709898,0,0.821240976288578
"A4","1974","06",1,0.259035911158738,0,0.0797391857086158,0.179296725450122,0,0.740964088841262
"A4","1975","08",1,0.3481374560599,0,0.132892505676964,0.215244950382935,0,0.6518625439401
"A4","1977","07",1,0.078992709602386,0.00141424460095532,0.078992709602386,0,0.00141424460095532,0.921007290397614
"A4","1995","10",1,0.322885527320701,0,0.000281233603930281,0.322604293716771,0,0.677114472679299
"A4","2001","10",1,0.334120479947388,0,0,0.334120479947388,0,0.665879520052612
"A4","2006","11",0.987181431664724,0.194586702170551,0,0.0127695852265534,0.183855224648939,1,0.805413297829448
"A4","2011","11",0.931317030891752,0.298289001815422,0,0.03165041496865,0.27825554986074,1,0.701710998184578
"A4","2016","11",0.896878737312077,0.237467010692716,0,0,0.237467010692716,1,0.762532989307284
"A5","1915","06",1,0.0710024057461424,0,0.0710024057461424,0,0,0.928997594253858
"A5","1915","10",1,0.0527905808796036,2.49423222481682e-05,0.0527905808796036,0,2.49423222481682e-05,0.947209419120396
"A5","1916","05",1,0.0639334527128304,0,0.0639334527128304,0,0,0.93606654728717
"A5","1916","09",1,0.0518710074083528,0,0.0518710074083528,0,0,0.948128992591647
"A5","1917","06",1,0.0652729053389399,0,0.0652729053389399,0,0,0.93472709466106
"A5","1917","09",1,0.0494951416296822,0.000174596241509203,0.0494951416296822,0,0.000174596241509203,0.950504858370318
"A5","1918","09",1,0.0215559016431455,0.000673442655984052,0.0215559016431455,0,0.000673442655984052,0.978444098356855
"A5","1919","07",1,0.0119034729925699,0,0.0119034729925699,0,0,0.98809652700743
"A5","1919","10",1,0.00945588310542269,0,0.00945588310542269,0,0,0.990544116894577
"A5","1920","10",1,0.0257591814888847,2.49423196348665e-05,0.0257591814888847,0,2.49423196348665e-05,0.974240818511115
"A5","1921","10",1,0.0360426507579572,0,0.0360426507579572,0,0,0.963957349242043
"A5","1922","10",1,0.012730096445118,0,0.012730096445118,0,0,0.987269903554882
"A5","1923","10",1,0.01855658758928,0.000349192487954643,0.01855658758928,0,0.000349192487954643,0.98144341241072
"A5","1924","10",1,0.0182029054646617,0,0.0182029054646617,0,0,0.981797094535338
"A5","1925","10",1,0.0132905653360638,0.000848038895332927,0.0132905653360638,0,0.000848038895332927,0.986709434663936
"A5","1926","09",1,0.027523501437597,4.98846421734021e-05,0.027523501437597,0,4.98846421734021e-05,0.972476498562403
"A5","1927","09",1,0.0553079793626665,0,0.0553079793626665,0,0,0.944692020637333
"A5","1928","09",1,0.0657983402048276,0,0.0657983402048276,0,0,0.934201659795172
"A5","1929","09",1,0.102104731108263,0,0.102104731108263,0,0,0.897895268891737
"A5","1930","08",1,0.0894059970444324,0,0.0894059970444324,0,0,0.910594002955568
"A5","1931","09",1,0.0821307013831751,0,0.0821307013831751,0,0,0.917869298616825
"A5","1932","09",1,0.113215586992048,0,0.113215586992048,0,0,0.886784413007952
